id,p_ship
2cac2f2d6.jpg,0.9927816
2dc4c6d01.jpg,0.00034317528
2fd4f06a9.jpg,1.4325231e-05
5172783a9.jpg,7.882963e-06
bc4dc80bc.jpg,2.841326e-05
aefc0bfd2.jpg,2.8475244e-05
7009ff9c0.jpg,0.0025523938
082ee565d.jpg,0.0003924163
099904262.jpg,0.0013992348
1d77c481d.jpg,0.0008355276
61ed5a9e7.jpg,0.000103692
5b9b1b7b2.jpg,0.96087664
f5732fd49.jpg,0.0038742733
c956fabbc.jpg,2.5856496e-06
c200a8003.jpg,0.0022553955
bbdcabf39.jpg,0.9971473
94eb20075.jpg,0.0003119076
d39bb4e10.jpg,0.0010456064
76a8381e4.jpg,0.9971918
b57a34079.jpg,0.98582315
ab9acdc9b.jpg,0.9753968
6f7e46cb0.jpg,0.0021538257
0949862ef.jpg,0.021327268
24be01709.jpg,0.9998121
8d04f9c9d.jpg,0.0001429212
35a39693b.jpg,0.0010592057
0ad685827.jpg,0.0020400903
139b0f3b6.jpg,7.695835e-05
789808c3b.jpg,4.6033038e-06
fe5b3935e.jpg,1.3574683e-05
bad33ee30.jpg,0.014074031
5ed1558df.jpg,0.002796054
bf0a5d5fe.jpg,0.0017753319
98d09e9e8.jpg,0.00012735276
9a389fbe4.jpg,0.0022434702
a9107a928.jpg,0.000681341
533f44258.jpg,0.99707866
d2bd41a97.jpg,0.01755426
d33115ef5.jpg,0.56475264
c26c4fd60.jpg,0.00017771537
1097d06fe.jpg,0.00015591923
f685be54a.jpg,0.0005960823
9b925d4b0.jpg,0.0018397857
bfc1bfad1.jpg,0.99370205
38399ffd9.jpg,0.99998665
c74505a2b.jpg,5.108408e-06
4b9c6ca4e.jpg,0.0020150421
3a31c50c2.jpg,0.054249737
ce8c3f73e.jpg,0.0008364301
4be1d7b76.jpg,0.0007923157
567ab9288.jpg,0.00037774476
6d08059ed.jpg,0.99657196
54aed1b0d.jpg,0.997582
d6165c449.jpg,0.7703578
2fe2a7faf.jpg,0.9999428
6e0a64e92.jpg,0.0020950786
17ac6e796.jpg,0.0014136711
b1ef71ee3.jpg,5.3913827e-06
6598e6a96.jpg,8.307718e-05
797cb5d6b.jpg,0.0010056323
ba0746aa9.jpg,0.00022472999
7ac59fa4c.jpg,0.023478888
d525337fc.jpg,0.028148903
f5e7aaaa2.jpg,0.99799573
2a5fb95af.jpg,0.0003582099
2658fd5bc.jpg,0.0004352684
e67656733.jpg,6.77623e-05
fb759d096.jpg,0.00052735227
cbf1c4d3a.jpg,0.00023539398
8a5410ce2.jpg,5.652818e-05
9f29dddfc.jpg,0.0053546615
d093b376e.jpg,0.001996203
af74e366a.jpg,0.00032045867
fec9fb932.jpg,0.00039442902
06142ac67.jpg,0.98781586
5a00ee0b6.jpg,0.009918991
3bb4ec8eb.jpg,3.900729e-05
080b1f819.jpg,0.0008874962
e22bc7a81.jpg,0.005688386
c111ceff6.jpg,3.3544054e-06
86ad0ddcb.jpg,0.04432777
f3546980a.jpg,0.00044136457
1c4254468.jpg,0.0014248795
d83ce423d.jpg,0.0028428521
2b9b519c7.jpg,0.0003000184
80141d692.jpg,0.0012663355
176c5acd3.jpg,0.00075099984
a720e47bd.jpg,0.0018723401
d17035f4d.jpg,0.011410582
d5c4b1e2a.jpg,0.00041965194
0cf8baf4c.jpg,1.7467904e-06
e10407cff.jpg,0.00019592047
731df6073.jpg,8.625151e-05
6eda512df.jpg,0.00023313507
c81d3d3af.jpg,0.0010166629
c81bf6d38.jpg,8.7882494e-05
5f7d32248.jpg,0.00461532
df7931799.jpg,1.3514695e-09
86005bc00.jpg,0.009191483
8df9122f1.jpg,0.9385785
b848368de.jpg,0.0031676553
515092664.jpg,0.9967416
4b3f6af72.jpg,4.465755e-05
4b1bfae4b.jpg,1.4363768e-05
392c8be11.jpg,0.5057833
90a806f48.jpg,7.844778e-05
476aec865.jpg,0.9865539
18b4ba8b2.jpg,0.07206345
ec5723b50.jpg,0.008944552
7954c48e6.jpg,0.6852051
d135509c0.jpg,0.00055889355
5ae3204a8.jpg,0.9727348
53863c15e.jpg,0.00017959104
7cb3eaa12.jpg,0.0007313243
9ba1007cd.jpg,0.9999757
cef4e216f.jpg,0.00012016168
b3fc83630.jpg,0.99993324
33c2c11ca.jpg,0.00014849624
fea4250a8.jpg,0.99600255
209be00ca.jpg,0.9996355
17701cadd.jpg,3.437675e-06
c0f6a244d.jpg,0.7377828
fe816c582.jpg,0.99934363
b82d658c3.jpg,0.00014857981
d55454041.jpg,0.01480828
28388382f.jpg,2.8012744e-05
8771dd2f9.jpg,0.003026229
9a4a34c35.jpg,0.98561233
064d362ba.jpg,0.97596544
12882e694.jpg,0.0006853665
64e220e7d.jpg,0.00013768094
f08289fba.jpg,0.0070653157
87a7aed8d.jpg,0.000135462
3a05b8579.jpg,0.017973445
8a9a5de4f.jpg,0.0018053077
cefd8313e.jpg,0.0003748836
87f5091b9.jpg,5.780743e-05
4ebed7fe4.jpg,0.0008535041
3ef7677de.jpg,3.831077e-10
8eba1e98b.jpg,5.4888413e-05
815fcfdcb.jpg,0.0015969959
06bb4c8f2.jpg,0.04412495
94973a065.jpg,0.005937655
570639320.jpg,0.00024731454
ba3015a2a.jpg,4.0817563e-06
9c015086f.jpg,0.54448736
3f529c468.jpg,0.00038297774
ba593971a.jpg,0.00020924277
2d31890e7.jpg,0.00013066012
3e3e6b07a.jpg,0.005803789
394d93708.jpg,0.017148336
2b8ffbe6e.jpg,0.00024524532
0483458f2.jpg,3.6144305e-05
fe87d51bf.jpg,3.0425124e-05
71ef9507b.jpg,0.0006186382
2ca72a6f3.jpg,5.933183e-05
cbe91470b.jpg,0.0049231416
a3ddcb45b.jpg,3.5364026e-06
2d647ec95.jpg,0.0041015637
550fefe02.jpg,1.0735718e-08
cfda8a121.jpg,0.00015499708
293e1d33c.jpg,0.0001563436
216a6e882.jpg,0.004375579
4e88a728d.jpg,0.0048273182
ff2c069a5.jpg,0.0031710134
97420055e.jpg,1.9037095e-06
f37bf382d.jpg,9.249501e-07
f84bf006c.jpg,0.0003059197
ac3e444f1.jpg,0.004299347
50b8a6dba.jpg,0.9991323
55b26ad81.jpg,0.00023791107
f2e5dd3d9.jpg,5.934006e-06
e08a26843.jpg,0.0065499684
f756ee11f.jpg,0.0018765446
18b58dbf7.jpg,3.874273e-05
9a4162f27.jpg,0.99383545
9b5afcd6d.jpg,0.22607963
9f7a69dae.jpg,0.0010257572
62269c7ca.jpg,0.0014509473
6436b5822.jpg,0.0300765
35e644332.jpg,0.0011593649
e3fac1b7f.jpg,8.307227e-05
8ab1c38e0.jpg,0.0062409495
c32bceee4.jpg,0.0073621473
f8350bca9.jpg,0.004173081
430372d0d.jpg,1.594414e-05
be07364e4.jpg,0.0056612454
faa7c7e45.jpg,0.9925111
f81a60f4f.jpg,0.0004020771
7155993f0.jpg,0.15293403
1c4896c9a.jpg,0.0010803347
634de4fc6.jpg,0.001108445
9c3c0bdd4.jpg,0.0006566317
e94ca8b62.jpg,0.00020961867
26d644ae1.jpg,0.14009635
a5530da9f.jpg,0.00067438517
95cbf32ae.jpg,0.00037481743
aa951a3b9.jpg,0.0022697954
ce35ceba4.jpg,0.0007689387
addf6f937.jpg,0.011439401
f5532b9f9.jpg,9.666936e-05
2fbd640cb.jpg,3.6357094e-05
f69764200.jpg,0.00054641144
f57945681.jpg,0.27031213
d68901129.jpg,0.00020356153
403829a29.jpg,0.00042028254
8aadf123a.jpg,0.0010422877
554bca775.jpg,5.8024407e-06
62f659c4c.jpg,0.0072497013
3e0cc76f1.jpg,6.536296e-06
8d2066daf.jpg,8.2356804e-05
0d048d64c.jpg,6.903958e-05
14a787d1c.jpg,0.00035734443
d5fc733d3.jpg,0.00041695344
9a3acb2e0.jpg,0.029904686
9cae1f156.jpg,0.988839
d58fafd03.jpg,0.0006632235
98787bd5b.jpg,0.00021433683
a787afac8.jpg,0.00015502871
576527ca7.jpg,0.00039143307
9431b3efe.jpg,0.0015288591
23746f804.jpg,0.00043379125
e977f17ef.jpg,0.97673464
245aa67c6.jpg,0.00063142297
72fdab40f.jpg,0.0023280194
c0ffa2fd1.jpg,0.00015891367
e9a89c912.jpg,0.014945076
54f78da0a.jpg,0.0040841512
a586931d1.jpg,6.7811015e-06
f3b382da2.jpg,0.0009802495
4d8c9229c.jpg,3.480173e-05
8ca81242b.jpg,0.00069590856
1af0c0f92.jpg,0.0005552697
58cabc45a.jpg,0.0004575064
2d06821fa.jpg,1.1846646e-05
507f1695f.jpg,0.00012574835
087cd3903.jpg,0.0005105099
639412a50.jpg,0.0002967129
34052014e.jpg,3.6837966e-05
cec78eca3.jpg,0.30643743
7b6b49088.jpg,0.0010190461
cb242f8d3.jpg,6.907185e-05
342831f65.jpg,3.7459464e-05
936f48014.jpg,0.00066228746
1ffb99df1.jpg,0.9953979
61aa08380.jpg,0.00060484535
08bcc078c.jpg,3.9927577e-06
cd6b51f7f.jpg,0.00501138
e271d819c.jpg,0.88960916
08a8e61d4.jpg,1.0097998e-06
98f4d1627.jpg,1.0180969e-05
64ba1f58a.jpg,1.6178774e-08
de2e51e6c.jpg,0.0072075976
55ea739e0.jpg,2.982881e-06
777d23c1b.jpg,0.061871108
3af162283.jpg,0.0045868466
7dd21ce22.jpg,0.9302974
8f1f41388.jpg,0.86333454
874b5ce32.jpg,0.00084153283
3803fae2c.jpg,0.00028337206
93d86b980.jpg,1.2163592e-05
653a440a1.jpg,3.825501e-05
306345508.jpg,0.00081536977
e32f871cd.jpg,0.00040851132
d51ee98b3.jpg,0.000521381
3bc0ef0b0.jpg,0.00024849948
f90c3e435.jpg,0.9985546
b3d7e7601.jpg,0.01888831
e3157f254.jpg,0.0014798709
b7b3abdcd.jpg,0.00019193214
6469f6a5e.jpg,0.0023187187
883650c2f.jpg,0.00035597757
303bf8e46.jpg,0.00023770219
f39458aaf.jpg,0.675358
1a2f3e5aa.jpg,0.9999356
08eb5d842.jpg,0.0025339308
5a30dd0e5.jpg,0.9998989
915ec9df5.jpg,3.1486035e-08
fdef3ab15.jpg,0.00061437057
8b7117a7f.jpg,0.00039126625
19de155d6.jpg,0.99985456
df2493422.jpg,0.0017204153
58952757c.jpg,0.00014139211
9d2f4c65b.jpg,0.0017779649
73515a344.jpg,0.9999323
9e7fb24a0.jpg,0.003814772
1a8b01c17.jpg,0.00075276557
0324256e3.jpg,1.3605899e-06
eae237bc6.jpg,0.00017426425
77dd43e99.jpg,0.012109709
9d26b7867.jpg,0.00023703801
8adb2f52c.jpg,0.0068100095
a10d6a924.jpg,0.0032375117
6d654fd12.jpg,0.9999795
4680a4c92.jpg,0.9816267
4193dc6a1.jpg,0.00022928897
1e3bb1f6f.jpg,0.0045736856
d3ffb414b.jpg,0.9993243
c55488a8b.jpg,0.005511265
7fd504656.jpg,0.010213729
bcc126e5c.jpg,0.062490493
3e1a2db69.jpg,0.009281361
1f19bd9ff.jpg,0.0026017958
21e1e8737.jpg,0.99889433
ebe569c74.jpg,0.0014824261
9c061c075.jpg,0.0011948104
0b0bd4583.jpg,1.3100242e-05
30103cda9.jpg,0.00035006498
6dc639dfb.jpg,0.010455183
ba867c63e.jpg,0.0019172131
37db1302a.jpg,0.02929582
bf3ed7999.jpg,0.00097130635
5c47670cf.jpg,0.00029122437
5135c5b83.jpg,0.9998975
de02c951e.jpg,0.00084686733
edfdaf418.jpg,0.0001611959
8de7d940e.jpg,6.3593234e-06
63d95e70b.jpg,0.0043959315
bde88ba95.jpg,0.018271187
528ea60be.jpg,0.0055736196
3a0e9ab78.jpg,0.9955826
5cc740b4b.jpg,0.003086362
16288d379.jpg,0.000120601384
cba09301a.jpg,0.0046577593
f25ae33a5.jpg,2.0038065e-05
00c5d05ab.jpg,0.00015114978
56dd7cdde.jpg,0.012244651
760731528.jpg,0.000118669486
52b4929a8.jpg,0.00559038
0b67f6c64.jpg,0.012147179
90f33a5ea.jpg,0.00013682358
4a4c65bf1.jpg,0.0020815816
5fa7fccc0.jpg,0.0012738628
0b7dd36d5.jpg,0.0049061817
4bd6a1450.jpg,1.2762155e-10
74c94821a.jpg,4.679045e-05
9f1949a42.jpg,0.9857986
079259bf7.jpg,0.0055323765
8a7f3cb54.jpg,0.0013841979
8ca6f583b.jpg,0.0006267357
72cbea0ff.jpg,0.047833294
26ef7b404.jpg,0.957736
956125a9d.jpg,0.9995023
cd050ec85.jpg,0.0011582437
8703c08a1.jpg,0.031656954
6fd248fef.jpg,0.00051684125
c1b139a53.jpg,1.230621e-05
f4b9afb5e.jpg,0.00087579497
8dc0cddd3.jpg,0.0007142296
c3f656c78.jpg,0.25096232
2019cfd72.jpg,0.00025168541
9ff63d4d1.jpg,0.018285472
58cca07aa.jpg,0.0030160097
7c43201c8.jpg,0.9981944
cdccd620b.jpg,0.00035658662
482bc3c4f.jpg,0.00040235632
ab3998697.jpg,0.017564334
f89090887.jpg,0.0001835654
